,Country,Year,gdp,pop_density,pop,gender_ratio,exp_imp,edu_prim,gva_ag,gva_indst,gva_servc,labor_part,unemp,energy_prod,energy_supp,internet,tourism,health,parliam_women,food_prod,cpi,mort_child,life_exp,mort_mother,pop_gain,num_child,pop_migrants,pop_unhcr,urban,ghg_emissions
574,Tonga,2015,3778.0,147.7,0.11,100.6,-1736.3636363636363,154.38181818181818,19.919,19.1337,60.9473,59.6,1.1,0.0,16.0,38.7,418.1818181818182,4.6681,0.0,138.6,109.9,20.6,72.5,124.0,0.4,3.8,4.6,27.272727272727273,23.3,3.92
575,Trinidad and Tobago,2005,12289.0,252.8,1.3,98.3,3013.846153846154,99.77153846153846,0.5252,56.3058,43.1691,64.7,8.0,1126.1538461538462,516.0,29.0,456.15384615384613,4.499,19.4,98.8,64.6,28.9,68.7,62.0,0.5,1.8,3.5,119.61538461538461,55.0,16.4
576,Trinidad and Tobago,2010,16611.0,258.9,1.33,98.0,3384.9624060150372,98.75939849624059,0.3984,51.8224,47.7792,62.3,5.9,1342.857142857143,636.0,48.5,473.6842105263158,5.1783,26.8,96.4,100.0,26.6,69.3,65.0,0.5,1.8,3.6,98.49624060150376,54.0,19.11
577,Trinidad and Tobago,2015,17942.0,265.1,1.36,97.4,1072.0588235294117,95.97536764705882,0.4601,38.1493,61.3905,62.0,3.4,1159.5588235294117,600.0,69.2,594.8529411764705,6.2174,28.6,96.8,133.6,24.8,70.2,63.0,0.5,1.8,3.7,132.35294117647058,53.3,19.15
578,Tunisia,2005,3194.0,65.0,10.1,99.2,-265.44554455445547,117.25752475247525,9.9745,28.7531,61.2724,45.1,12.9,27.128712871287128,35.0,9.7,277.2277227722772,5.3974,22.8,101.7,81.6,23.0,73.7,74.0,0.8,2.0,0.3,11.18811881188119,65.2,3.04
579,Tunisia,2010,4140.0,68.5,10.64,98.4,-544.078947368421,96.81475563909773,8.085,31.0953,60.8197,46.7,13.1,32.04887218045113,40.0,36.8,326.7857142857143,5.884,27.6,106.4,100.0,18.7,74.6,67.0,1.0,2.0,0.4,10.808270676691729,66.7,3.36
580,Tunisia,2015,3828.0,72.6,11.27,97.7,-545.6078083407276,98.9248447204969,10.9451,26.541,62.5139,47.0,15.2,23.070097604259097,40.0,46.5,165.8385093167702,7.0068,31.3,142.5,126.7,18.5,75.0,62.0,1.2,2.3,0.5,87.22271517302573,68.1,3.24
581,Turkey,2005,7384.0,88.2,67.9,96.9,-637.6730486008836,98.35441826215022,10.5981,28.9744,60.4275,46.0,10.6,14.771723122238585,52.0,15.5,305.7437407952872,4.9416,4.4,101.4,65.9,24.7,71.4,57.0,1.4,2.4,1.9,128.20324005891015,67.8,4.66
582,Turkey,2010,10672.0,94.0,72.33,96.7,-990.7507258399005,91.73449467717407,10.266,27.9813,61.7528,47.7,10.7,18.664454583160516,61.0,39.8,363.8600857182359,5.0537,9.1,111.3,100.0,16.4,73.4,23.0,1.3,2.2,1.9,246.55053228259368,70.8,5.18
583,Turkey,2015,10985.0,101.7,78.27,96.8,-809.4544525360931,69.4282611473106,7.8345,31.6676,60.4979,51.0,10.2,16.76248882074869,68.0,53.7,454.79749584770667,4.1385,14.4,130.5,146.1,12.6,74.8,16.0,1.6,2.1,5.3,25364.3669349687,73.6,5.39
584,Turkmenistan,2005,2982.0,10.1,4.75,96.8,166.73684210526315,36.07503510130847,18.8072,37.6145,43.5783,63.3,3.8,544.0,170.0,1.0,38.20919686898907,9.5553,21.3,102.5,107.82164117939521,62.1,64.2,53.0,1.0,2.8,4.5,2528.4210526315787,47.1,18.13
585,Turkmenistan,2010,4439.0,10.8,5.09,96.8,183.69351669941062,10.146946280207633,11.4998,59.9615,28.5387,64.0,4.0,389.3909626719057,187.0,3.0,94.36539687379125,4.9964,16.8,102.0,95.24717009199725,54.2,65.9,46.0,1.4,2.7,3.9,3941.4538310412577,48.5,19.44
586,Turkmenistan,2015,6478.0,11.8,5.57,97.0,200.35906642728904,18.616119930285603,9.439,57.8168,32.7442,65.2,3.6,611.669658886894,208.0,15.0,107.13416424868429,6.2979,25.8,105.5,93.2331104297908,46.9,67.3,42.0,1.8,3.0,3.5,1287.4326750448831,50.3,20.93
593,Uganda,2005,391.0,142.9,28.54,98.1,-43.48283111422565,253.11419060967063,28.6553,22.211,49.1338,70.4,1.9,13.665031534688158,15.0,1.7,13.384723195515067,11.3637,23.9,100.3,150.8,79.4,49.9,504.0,3.4,6.7,2.3,9134.58304134548,17.0,0.8
594,Uganda,2010,580.0,169.7,33.92,98.6,-89.79952830188678,246.89410377358487,26.3097,20.4951,53.1951,70.8,4.0,14.0625,15.0,12.5,23.6438679245283,10.5157,31.5,88.2,150.8,68.2,55.2,420.0,3.4,6.4,1.6,17522.995283018867,19.4,0.92
595,Uganda,2015,625.0,200.9,40.14,98.9,-81.2406576980568,205.88731938216242,25.8205,22.1646,52.0149,71.0,1.9,14.82311908320877,16.0,17.8,26.0587942202292,6.334,35.0,91.7,150.8,60.2,58.6,343.0,3.4,5.9,3.0,16105.256601893372,22.1,0.89
596,Ukraine,2005,1903.0,80.9,46.89,86.5,-40.392407762849224,41.49530816805289,10.035,34.1305,55.8345,55.1,7.2,70.97462145446791,125.0,3.7,75.53849434847515,6.1126,5.3,99.9,51.2,14.8,67.5,30.0,-0.8,1.1,10.8,1639.15547024952,67.8,8.54
597,Ukraine,2010,2970.0,79.0,45.79,85.7,-203.25398558637258,33.63795588556453,8.4219,29.2867,62.2914,55.0,8.1,70.71412972264687,120.0,23.3,102.55514304433282,6.9811,8.0,106.8,100.0,12.6,67.9,26.0,-0.5,1.4,10.5,1012.448132780083,68.6,8.13
598,Ukraine,2015,2038.0,77.1,44.66,85.9,13.681146439767131,34.40613524406628,14.1949,25.5755,60.2296,54.6,9.1,57.142857142857146,84.0,48.9,37.214509628302736,6.9562,11.8,134.7,180.5,8.8,71.1,24.0,-0.5,1.5,11.0,31943.125839677567,69.1,8.33
599,United Arab Emirates,2005,39955.0,54.8,4.58,236.2,7563.100436681222,57.38144104803494,1.2634,54.0232,44.7133,78.4,3.1,1592.35807860262,453.0,40.0,702.6200873362445,2.3202,0.0,105.5,104.65,9.2,74.8,6.0,7.5,2.4,71.6,39.956331877729255,82.3,32.13
600,United Arab Emirates,2010,35038.0,98.9,8.27,292.1,1373.7605804111247,39.4906892382104,0.7634,52.5497,46.6869,83.5,3.7,906.4087061668682,319.0,68.0,1037.1221281741234,3.8775,22.5,108.2,100.0,6.9,75.9,6.0,11.8,2.0,88.5,75.453446191052,84.1,23.73
601,United Arab Emirates,2015,39122.0,109.5,9.15,272.2,5064.262295081967,50.37978142076503,0.741,43.9091,55.3499,84.1,1.9,1118.360655737705,364.0,90.5,1910.4918032786884,3.5855,17.5,97.7,109.3,6.2,76.7,6.0,2.0,1.8,87.3,87.65027322404372,85.7,24.59
602,United Kingdom,2005,41883.0,249.2,60.29,95.9,-2251.0698291590647,76.8782716868469,0.639,21.7996,77.5615,61.7,4.8,140.70326754022227,153.0,70.0,692.2541051584011,7.1867,18.1,100.3,87.4,5.3,78.4,12.0,0.4,1.7,9.8,5251.119588654835,79.9,10.53
603,United Kingdom,2010,38746.0,261.7,63.31,96.6,-3247.559627231085,69.8452535144527,0.7323,19.9106,79.3571,61.8,7.8,97.12525667351129,133.0,85.0,640.1200442268204,8.4741,19.5,102.0,100.0,4.8,79.7,10.0,1.0,1.9,12.0,4000.300110567051,81.3,9.03
604,United Kingdom,2015,44290.0,270.3,65.4,97.2,-2506.957186544342,70.60123853211009,0.6606,20.0122,79.3272,62.2,5.3,74.87767584097858,115.0,92.0,1000.8256880733944,9.7927,22.8,108.2,111.9,4.1,81.0,9.0,0.7,1.9,12.9,2371.2385321100915,82.6,8.45
605,Tanzania,2005,471.0,44.5,39.41,97.3,-39.96447602131439,191.3526516112662,30.1134,20.7851,49.1015,88.2,4.4,16.873889875666077,19.0,1.1,21.187515858919056,6.4139,21.4,96.6,66.3,67.1,53.7,687.0,2.8,5.7,2.0,16002.283684344076,24.8,1.55
606,Tanzania,2010,694.0,52.0,46.1,97.4,-85.94360086767895,182.6313449023861,31.6692,21.4994,46.8314,86.3,3.0,16.963123644251628,18.0,2.9,27.74403470715835,5.2991,30.7,129.9,100.0,52.4,58.8,514.0,3.1,5.6,0.7,5939.305856832972,28.1,1.46
607,Tanzania,2015,870.0,60.8,53.88,97.7,-164.29101707498143,154.01414253897548,31.0747,26.0588,42.8664,83.4,2.1,17.780252412769116,20.0,10.0,35.70898292501856,3.7897,36.0,192.6,158.0,44.0,62.8,398.0,3.1,5.2,0.8,6090.998515219005,31.6,1.54
608,United States,2005,44173.0,32.3,295.13,97.4,-2805.478941483414,82.86044116152203,0.9842,21.4983,77.5176,65.1,5.1,230.82709314539355,325.0,68.0,413.6380578050351,14.5415,14.9,99.7,89.6,7.0,77.2,13.0,0.9,2.0,13.3,1860.7359468708705,79.9,22.92
609,United States,2010,48574.0,33.7,308.64,97.6,-2236.1359512700883,79.0338322965267,0.9759,19.7073,79.3168,63.6,9.6,232.93481078278901,298.0,71.7,544.310523587351,16.4129,16.8,106.8,100.0,6.8,78.2,14.0,0.9,2.1,14.3,877.8609383100052,80.8,20.97
610,United States,2015,56948.0,35.0,319.93,97.9,-2536.7392867189697,77.47225017972681,0.9945,18.8053,80.2001,62.0,5.3,262.71684430969276,283.0,74.6,778.8672522114213,16.8157,19.4,113.0,108.7,6.0,78.9,14.0,0.7,1.9,15.1,1536.9924671021786,81.7,19.9
611,Uruguay,2005,5221.0,19.0,3.33,93.3,-137.23723723723722,109.77057057057057,9.801,26.6438,63.5551,62.5,12.2,13.513513513513514,38.0,20.1,209.9099099099099,8.4267,12.1,101.5,70.5,14.4,75.3,26.0,0.0,2.2,2.5,39.03903903903904,93.3,9.6
612,Uruguay,2010,11938.0,19.3,3.37,93.1,-563.2047477744807,101.44955489614243,8.0045,27.2616,64.7339,65.5,7.2,26.409495548961424,51.0,46.4,495.25222551928783,8.5744,14.1,119.5,100.0,13.4,76.2,19.0,0.3,2.1,2.3,67.95252225519287,94.4,9.71
613,Uruguay,2015,15525.0,19.6,3.43,93.3,-530.6122448979592,92.38017492711369,6.7454,27.9891,65.2655,64.9,7.5,36.73469387755102,62.0,64.6,603.4985422740524,9.0083,13.1,129.1,150.1,12.7,77.0,15.0,0.3,2.0,2.3,104.08163265306122,95.0,9.98
614,Uzbekistan,2005,543.0,62.3,26.51,98.8,30.215013202565068,89.90290456431535,29.4577,29.1008,41.4415,63.2,8.3,92.26706903055451,79.0,3.3,1.0562052055827988,5.039,17.5,98.7,90.35844864906491,49.5,67.7,42.0,1.3,2.5,5.0,1680.1961523953223,48.5,7.85
615,Uzbekistan,2010,1382.0,67.2,28.61,99.0,112.05872072701852,68.88926948619364,19.7648,33.3066,46.9286,64.0,8.2,80.70604683677035,63.0,15.9,4.229290457881859,5.3534,22.0,135.0,87.24901149985152,40.7,69.1,39.0,1.5,2.5,4.3,10.94023068857043,51.0,7.55
616,Uzbekistan,2015,2160.0,72.8,30.98,99.3,131.5687540348612,68.9025500322789,18.2939,32.9524,48.7537,65.2,7.9,75.66171723692705,58.0,42.8,2.404777275661717,6.0956,16.0,186.8,94.02162132927535,31.3,70.8,36.0,1.6,2.4,3.8,2802.4854744996774,50.8,7.52
617,Vanuatu,2005,1886.0,17.2,0.21,104.1,-528.5714285714286,183.47619047619048,24.1064,8.4928,67.4007,70.3,5.6,4.761904761904762,8.0,5.1,495.23809523809524,3.3055,3.8,100.4,83.9,34.6,68.4,116.0,2.5,4.1,1.3,11.904761904761905,23.1,2.5
618,Vanuatu,2010,2966.0,19.4,0.24,103.1,-958.3333333333334,174.30833333333337,21.9493,13.0433,65.0074,70.4,5.4,4.166666666666667,11.0,8.0,1008.3333333333334,3.3752,3.8,128.4,100.0,28.6,70.0,94.0,2.4,3.6,1.3,16.666666666666668,24.5,2.79
619,Vanuatu,2015,2871.0,21.7,0.26,102.6,-1215.3846153846152,176.6576923076923,23.0724,11.4783,65.4493,70.6,5.3,3.846153846153846,11.0,22.4,976.9230769230769,4.1532,0.0,122.8,107.1,24.3,71.4,78.0,2.3,3.4,1.2,3.846153846153846,25.0,2.66
620,Venezuela,2005,5433.0,30.4,26.78,100.2,1253.3607169529498,128.8009708737864,3.9598,56.8894,39.1509,65.0,11.5,309.2979835698282,103.0,12.6,26.960418222554143,4.8442,9.7,101.3,436.0,18.1,72.8,93.0,1.8,2.7,4.0,7704.29424943988,88.0,8.85
621,Venezuela,2010,13566.0,32.9,29.03,99.7,1192.5594212883225,119.1096796417499,5.6611,50.983,43.3559,64.8,8.5,280.36513951085084,111.0,37.4,30.48570444367895,6.1211,17.5,111.6,100.0,15.9,73.4,99.0,1.6,2.5,4.6,7489.011367550809,88.1,9.08
622,Venezuela,2015,11054.0,35.3,31.16,99.2,-93.38896020539153,111.56845314505776,6.2593,30.514,63.2267,63.9,6.8,236.23234916559693,79.0,60.0,20.98844672657253,5.1289,17.0,120.6,772.0,13.8,73.9,95.0,1.4,2.4,4.5,5612.804878048781,88.2,8.85
623,Vietnam,2005,684.0,271.9,84.31,97.0,-51.16830743684023,92.20120982089907,19.2999,38.1311,42.569,76.1,2.3,30.980903807377533,21.0,12.7,27.28027517494959,5.0965,27.3,100.1,59.9,25.3,73.8,61.0,1.0,1.9,0.1,205.8711896572174,27.3,2.16
624,Vietnam,2010,1310.0,285.3,88.47,97.5,-142.4437662484458,78.24826494857014,21.0153,36.7419,42.2428,76.2,2.6,31.050073471233187,26.0,30.7,50.299536566067594,5.9668,25.8,118.5,100.0,22.2,74.7,58.0,1.0,1.9,0.1,137.0860178591613,30.4,2.8
625,Vietnam,2015,2065.0,301.8,93.57,97.9,-40.17313241423533,80.62019878166079,18.8854,36.9546,44.1601,77.8,2.1,32.52110719247622,32.0,43.5,78.5508175697339,5.6526,24.3,137.9,145.8,19.3,75.6,54.0,1.1,2.0,0.1,117.5590467030031,33.8,2.81
626,Yemen,2005,925.0,39.0,20.58,102.1,10.10689990281827,156.44139941690963,9.6341,43.8234,46.5425,42.2,16.1,41.01068999028183,13.0,1.0,34.183673469387756,5.2059,0.3,97.8,60.0,67.9,61.0,428.0,2.8,5.9,0.8,4022.4975704567546,28.9,1.33
627,Yemen,2010,1309.0,44.7,23.61,102.1,-119.35620499788226,145.14997882253283,12.1454,38.6603,49.1943,39.5,17.8,34.053367217280815,14.0,12.4,54.68022024565862,5.1593,0.3,136.3,100.0,53.0,62.7,416.0,2.7,5.0,1.2,21540.787801778908,31.8,1.41
628,Yemen,2015,990.0,51.0,26.92,102.1,-225.222882615156,123.45013001485884,17.5903,20.2841,62.1257,37.6,13.8,6.463595839524516,7.0,24.1,4.3090638930163445,5.6037,0.3,133.9,80.0,47.2,64.2,385.0,2.6,4.4,1.4,57226.56017830609,34.8,1.39
629,Zambia,2005,691.0,16.2,12.05,98.1,-62.0746887966805,213.5141908713693,15.5254,28.5738,55.9008,79.5,10.4,23.236514522821576,27.0,2.9,37.0954356846473,6.8633,12.0,98.1,59.9,82.2,46.9,372.0,2.7,6.0,2.1,15410.539419087136,36.9,3.58
630,Zambia,2010,1463.0,18.6,13.85,98.3,135.66787003610108,209.32353790613718,9.9728,34.1274,55.8998,76.5,13.2,23.032490974729242,25.0,10.0,35.52346570397112,3.7193,14.0,167.0,100.0,65.2,52.9,262.0,2.8,5.6,1.1,4178.267148014441,39.4,3.31
631,Zambia,2015,1319.0,21.7,16.1,98.5,-89.25465838509317,199.73434782608695,5.2508,35.3139,59.4353,75.2,7.8,23.913043478260867,27.0,21.0,40.993788819875775,4.4351,12.7,183.0,144.0,53.8,59.7,224.0,3.0,5.2,1.0,3214.782608695652,41.9,3.31
635,Zimbabwe,2005,481.0,33.4,12.94,95.3,-52.47295208655333,76.09792881953886,11.6181,39.6752,48.7067,82.4,4.5,29.28902627511592,33.0,2.4,7.650695517774343,10.5421,10.0,89.5,103.1,67.2,44.1,629.0,1.1,4.0,3.0,1079.9845440494591,34.1,1.93
636,Zimbabwe,2010,720.0,36.4,14.09,94.9,-188.28956706884316,78.67127575663937,13.2808,28.1439,58.5752,82.6,5.3,26.188786373314407,28.0,6.4,9.581263307310149,11.828,15.0,92.0,100.0,58.3,48.4,446.0,1.7,4.0,2.8,344.28672817601137,33.2,1.81
637,Zimbabwe,2015,1033.0,40.8,15.78,94.8,-208.99873257287706,53.22899893819228,11.6733,24.3579,63.9688,83.2,5.1,28.453738910012675,30.0,22.7,12.103929024081117,9.2562,31.5,83.9,106.2,46.5,57.6,443.0,2.3,4.0,2.6,19524.144486692017,32.4,1.82
