,Country,Year,gdp,pop_density,pop,gender_ratio,exp_imp,edu_prim,gva_ag,gva_indst,gva_servc,labor_part,unemp,energy_prod,energy_supp,internet,tourism,health,parliam_women,food_prod,cpi,mort_child,life_exp,mort_mother,pop_gain,num_child,pop_migrants,pop_unhcr,urban,ghg_emissions
254,Haiti,2015,780.0,388.6,10.71,97.9,-233.89355742296917,136.4521079399887,17.2504,34.6636,48.086,67.1,14.1,12.978524743230624,17.0,12.2,56.86274509803921,5.3723,4.2,160.4,139.0,46.9,62.3,359.0,1.4,3.1,0.4,0.9337068160597571,52.4,0.77
255,Honduras,2005,1323.0,65.9,7.37,99.1,-424.01628222523743,167.10081411126185,13.1124,27.5898,59.2978,63.9,4.9,10.583446404341927,25.0,6.5,63.09362279511533,7.6776,5.5,103.7,72.0,31.2,71.0,150.0,2.4,3.8,0.4,9.76933514246947,48.6,2.49
256,Honduras,2010,1933.0,73.2,8.19,99.3,-462.8815628815629,155.66593406593407,11.8503,26.159,61.9907,64.3,4.1,11.355311355311356,23.0,11.1,76.55677655677655,8.6284,18.0,109.5,100.0,29.4,72.0,155.0,2.1,3.2,0.3,1.8315018315018317,51.9,2.36
257,Honduras,2015,2341.0,80.1,8.96,99.4,-466.40624999999994,128.81015624999998,12.633,26.5256,60.8414,65.7,4.6,13.169642857142856,27.0,27.6,74.88839285714285,7.714,25.8,115.6,129.3,27.8,72.9,129.0,1.8,2.7,0.4,4.687499999999999,55.2,2.44
258,Hungary,2005,11207.0,111.4,10.09,90.3,-361.54608523290386,42.67205153617443,4.2617,31.2823,64.4559,50.1,7.2,43.012884043607535,115.0,39.0,471.8533201189296,7.9969,9.1,96.5,76.9,7.4,72.5,14.0,-0.3,1.3,3.6,884.2418235877107,66.4,7.28
259,Hungary,2010,13187.0,109.7,9.93,90.3,736.8580060422961,39.07039274924471,3.5271,29.9087,66.5642,50.5,11.2,49.9496475327291,112.0,65.0,664.1490433031219,7.5199,11.1,80.0,100.0,5.7,73.7,15.0,-0.3,1.3,4.4,588.4189325276939,68.9,6.36
260,Hungary,2015,12579.0,108.1,9.78,90.6,975.0511247443764,40.44468302658487,4.4541,31.6735,63.8724,54.8,6.8,48.15950920245399,108.0,72.8,708.4867075664622,7.1207,10.1,92.1,111.4,4.9,75.4,17.0,-0.3,1.3,4.9,2939.7750511247446,70.5,5.78
261,Iceland,2005,56996.0,2.9,0.3,100.6,-6293.333333333334,102.61666666666667,5.7289,24.8931,69.378,75.8,2.6,423.33333333333337,534.0,87.0,2116.666666666667,9.2135,30.2,98.7,67.1,2.5,80.7,4.0,1.0,2.0,8.6,1250.0,93.0,10.43
262,Iceland,2010,42718.0,3.2,0.32,101.5,2153.125,92.4,7.1026,24.1076,68.7898,74.9,7.6,787.5,869.0,93.4,1756.25,8.7715,42.9,110.3,100.0,2.0,81.4,4.0,1.6,2.1,11.0,734.375,93.6,8.9
263,Iceland,2015,52519.0,3.3,0.33,100.7,-1706.060606060606,92.18787878787879,6.0209,22.2942,71.6848,77.0,4.0,863.6363636363636,949.0,98.2,4903.030303030303,8.3458,41.3,122.8,117.8,1.6,82.2,3.0,0.6,2.0,11.8,1357.5757575757575,93.7,8.96
264,India,2005,720.0,384.8,1144.12,107.6,-35.406251092542746,121.02396164737965,19.2367,32.2432,48.5201,58.5,4.4,15.917910708666925,20.0,2.4,6.694227878194596,3.7912,8.3,99.9,65.8,59.9,63.5,280.0,1.7,3.1,0.5,124.4432402195574,29.2,1.72
265,India,2010,1356.0,414.0,1230.98,107.8,-105.29903004110545,112.44199093405254,18.3504,33.1142,48.5354,54.1,3.5,18.593315894653042,24.0,7.5,11.832442444231425,3.2721,10.8,123.2,100.0,49.8,65.6,215.0,1.5,2.8,0.4,157.33480641440153,30.9,2.11
266,India,2015,1639.0,440.3,1309.05,107.6,-96.5310721515603,105.81568924028876,17.7085,29.814,52.4774,52.2,3.5,17.430961384209922,28.0,26.0,16.40273480768496,3.5609,12.0,140.9,147.7,41.3,67.6,174.0,1.2,2.4,0.4,157.18574538787672,32.8,2.28
267,Indonesia,2005,1343.0,125.1,226.71,100.8,123.3249525825945,128.5772396453619,12.1084,43.1009,44.7907,63.9,7.7,50.06836928234308,31.0,3.6,22.46923382294561,2.5841,11.3,98.1,68.7,36.5,66.7,212.0,1.4,2.5,0.1,1.808477791010542,45.9,2.69
268,Indonesia,2010,3113.0,133.9,242.52,101.7,91.19247897080653,125.11059294078838,14.3053,43.9308,41.7639,67.0,5.6,69.49529935675407,34.0,10.9,31.4118423222827,2.9609,18.0,123.9,100.0,29.7,67.7,165.0,1.3,2.5,0.1,11.933036450602012,49.9,2.87
269,Indonesia,2015,3335.0,142.5,258.16,101.5,29.7141307716145,115.04404632785868,13.9315,41.3506,44.7179,66.6,4.5,70.0147195537651,37.0,22.0,46.691973969631235,3.0054,17.1,143.8,132.3,25.0,68.6,126.0,1.3,2.5,0.1,51.08459869848156,53.3,2.95
270,Iran,2005,3216.0,43.2,70.42,104.4,300.24140869071283,88.13856858846918,6.2441,47.6732,46.0827,47.4,12.1,184.69184890656064,104.0,8.1,14.55552399886396,5.3057,4.1,102.4,91.6,25.0,71.1,34.0,1.3,2.0,3.6,18735.529679068444,67.6,8.08
271,Iran,2010,6586.0,45.8,74.57,102.3,390.07643824594345,75.49396540163606,6.3816,43.408,50.2104,43.2,13.5,191.53815207187878,115.0,15.9,35.282285101247155,6.7547,2.8,102.2,91.6,18.9,72.7,27.0,1.1,1.8,3.7,14554.230923964062,70.6,9.03
272,Iran,2015,4958.0,48.7,79.36,101.3,257.54788306451616,96.650390625,10.5522,33.1818,56.266,42.8,11.1,171.83719758064515,126.0,45.3,60.11844758064516,7.7606,3.1,110.4,91.6,14.8,75.1,25.0,1.2,1.7,3.4,12342.376512096775,73.4,9.26
273,Iraq,2005,1343.0,62.2,27.01,102.2,255.90522028878192,5.07949341785069,6.8517,63.2836,29.8647,42.3,8.6,153.53572750833024,54.0,0.9,6.886338393187708,2.8974,26.0,102.5,58.6,34.7,68.9,54.0,2.7,4.7,0.5,58431.2847093669,68.8,6.42
274,Iraq,2010,3808.0,70.8,30.76,102.2,673.5370611183355,4.296775278524527,5.1294,55.4377,39.4329,42.3,8.3,171.4564369310793,47.0,2.5,56.43693107932379,3.2306,25.5,102.6,100.0,33.3,68.0,51.0,2.6,4.6,0.4,58398.276983094926,69.1,7.52
275,Iraq,2015,4467.0,83.2,36.12,102.4,463.3444075304541,3.7816567426219425,4.0553,46.3649,49.5798,42.5,8.1,209.44075304540422,55.0,17.2,112.84606866002215,3.1058,26.5,72.3,118.5,32.1,69.2,50.0,3.2,4.6,1.0,119370.43189368771,69.9,8.4
276,Ireland,2005,50236.0,61.2,4.21,99.8,9434.441805225653,107.85273159144893,1.1786,34.3442,64.4772,65.0,4.3,16.389548693586697,148.0,41.6,1610.4513064133016,7.6477,13.3,98.2,93.1,5.2,77.8,8.0,1.8,2.0,14.0,2263.895486935867,60.5,16.77
277,Ireland,2010,48009.0,67.2,4.63,99.3,12104.75161987041,109.37365010799135,1.0471,25.6333,73.3195,63.0,13.9,16.630669546436284,132.0,69.9,1768.2505399568036,10.512,13.9,101.4,100.0,3.7,79.7,7.0,1.9,2.0,15.8,3074.9460043196545,61.5,13.57
278,Ireland,2015,61933.0,68.2,4.7,98.4,9986.170212765957,115.9268085106383,0.9353,40.7554,58.3093,62.0,9.4,17.02127659574468,118.0,83.5,2441.702127659574,7.446,16.3,108.8,104.7,3.4,80.9,8.0,0.3,2.0,16.0,2232.3404255319147,62.5,12.65
279,Israel,2005,21568.0,305.1,6.6,97.4,-342.72727272727275,109.39378787878789,1.7972,24.1113,74.0916,61.7,11.3,13.181818181818182,116.0,25.2,416.6666666666667,7.1271,15.0,100.3,87.8,5.0,79.6,7.0,1.9,2.9,28.6,234.54545454545456,91.5,11.34
280,Israel,2010,31475.0,343.2,7.43,97.6,-105.11440107671602,108.67079407806192,1.7301,23.5741,74.6958,63.0,8.5,21.803499327052492,130.0,67.5,756.5275908479139,7.0511,19.2,105.0,100.0,4.0,80.9,6.0,2.3,2.9,26.3,4179.676985195155,91.8,11.74
281,Israel,2015,37258.0,372.7,8.06,98.4,247.39454094292802,109.64094292803969,1.3279,22.4294,76.2427,64.1,5.3,38.21339950372208,117.0,77.4,815.6327543424317,7.3753,22.5,106.5,106.7,3.4,81.9,5.0,1.7,3.0,24.9,5605.334987593052,92.2,11.46
282,Italy,2005,31503.0,199.9,58.81,94.8,-201.9724536643428,47.122037068525756,2.2496,25.8288,71.9216,49.0,7.7,21.57796293147424,134.0,35.0,652.4910729467778,8.3612,11.5,100.5,91.0,4.1,80.3,4.0,0.5,1.3,6.7,367.53953409284134,67.7,9.49
283,Italy,2010,35578.0,203.1,59.73,94.5,-672.1078185166583,47.2483843964507,1.9689,24.3747,73.6564,48.0,8.4,23.1709358781182,123.0,53.7,643.529214799933,8.9536,21.3,97.1,100.0,3.4,81.5,4.0,0.3,1.4,9.7,1026.8039511133434,68.3,8.02
284,Italy,2015,30792.0,202.3,59.5,94.8,774.0336134453781,48.0041512605042,2.2464,23.5649,74.1887,48.4,11.9,25.361344537815125,108.0,58.1,662.5210084033613,8.9854,31.0,92.6,107.5,3.0,82.3,4.0,-0.1,1.4,9.8,2397.109243697479,69.6,7.05
285,Jamaica,2005,4097.0,253.4,2.74,98.0,-1229.92700729927,119.12810218978102,5.6647,23.9212,70.4141,65.5,10.9,5.474452554744525,56.0,12.8,650.7299270072992,4.6345,11.7,96.3,56.0,20.0,72.8,92.0,0.7,2.5,0.9,7.116788321167883,52.8,4.53
286,Jamaica,2010,4692.0,260.1,2.82,98.6,-1382.2695035460993,104.35638297872342,5.8682,20.0205,74.1113,64.7,12.4,2.127659574468085,37.0,27.7,742.9078014184397,4.9992,13.3,97.9,100.0,17.9,74.2,93.0,0.5,2.3,0.8,7.446808510638299,53.7,3.17
287,Jamaica,2015,4940.0,265.2,2.87,99.0,-1299.651567944251,90.40034843205575,7.2101,21.9228,70.8671,65.4,13.5,2.787456445993031,38.0,42.2,836.5853658536585,5.6585,12.7,101.8,141.1,15.0,75.5,89.0,0.4,2.1,0.8,6.2717770034843205,54.8,3.33
288,Japan,2005,37054.0,352.0,128.34,96.1,616.1290322580645,51.72334424185757,1.1221,30.1122,68.7657,60.6,4.4,33.19308087891538,173.0,66.9,121.19370422315724,7.7807,7.1,101.0,100.4,3.0,81.8,7.0,0.1,1.3,1.6,33.06841203054387,86.0,10.16
289,Japan,2010,44341.0,352.6,128.55,95.7,588.9926098794243,51.63884869700505,1.1049,28.514,70.381,60.1,5.1,32.75768183586153,163.0,78.2,119.45546479968883,9.1568,11.3,97.3,100.0,2.6,82.7,6.0,0.0,1.3,1.7,54.68689225982108,90.8,9.54
290,Japan,2015,34342.0,352.3,128.445,95.9,-5.410876250535249,51.68106193312313,1.1197,29.1435,69.7368,60.0,3.3,11.10202810541477,142.0,91.1,212.42555179259605,10.8719,9.5,95.9,103.6,2.2,83.3,5.0,-0.1,1.4,1.7,107.08863715987388,91.4,10.55
291,Jordan,2005,2226.0,64.4,5.71,106.6,-1080.5604203152363,140.96392294220666,3.9573,28.2121,67.8306,40.9,14.8,1.7513134851138354,54.0,12.9,308.05604203152365,8.8627,5.5,101.0,74.5,22.4,72.2,62.0,2.3,3.9,40.7,3128.5464098073558,79.5,4.28
292,Jordan,2010,3692.0,80.9,7.18,104.1,-1147.4930362116993,114.15055710306407,4.4626,31.0172,64.5202,41.9,12.5,1.2534818941504178,42.0,27.2,611.4206128133706,8.3893,6.4,127.1,100.0,19.7,73.0,59.0,4.6,3.7,37.9,63117.13091922006,86.1,3.66
293,Jordan,2015,4140.0,103.2,9.16,102.7,-1380.1310043668122,88.6738537117904,5.4017,29.8862,64.7121,39.3,13.1,0.8733624454148472,39.0,60.1,542.35807860262,6.2845,12.0,150.1,116.4,17.1,73.8,58.0,4.9,3.6,34.0,74759.27947598253,90.3,3.66
294,Kazakhstan,2005,3676.0,5.8,15.54,93.0,676.5122265122266,65.8927927927928,6.6336,39.1879,54.1785,69.5,8.1,330.1801801801802,155.0,3.0,51.544401544401545,3.8968,10.4,100.1,61.5,32.0,64.6,44.0,0.6,2.0,20.0,3727.670527670528,56.5,13.73
295,Kazakhstan,2010,9028.0,6.1,16.4,93.6,2025.609756097561,58.40969512195122,4.66,41.9477,53.3923,70.3,5.8,412.80487804878055,205.0,31.6,75.3658536585366,2.727,17.8,107.5,100.0,23.9,66.1,20.0,1.1,2.5,20.3,773.719512195122,56.8,17.28
296,Kazakhstan,2015,10388.0,6.6,17.75,93.9,866.8732394366198,67.38180281690141,4.9656,32.5256,62.5087,70.9,4.9,382.59154929577466,184.0,70.8,97.69014084507042,3.0875,26.2,131.3,137.8,14.1,69.1,12.0,1.6,2.7,20.0,442.19718309859155,57.2,18.23
297,Kenya,2005,597.0,63.3,36.05,98.7,-67.29542302357837,168.53553398058253,23.1821,22.2917,54.5262,64.8,10.5,16.08876560332871,19.0,3.1,26.879334257975035,5.3144,7.1,103.3,55.5,62.2,52.7,728.0,2.7,5.0,2.1,7440.000000000001,21.7,1.13
298,Kenya,2010,967.0,72.7,41.35,98.8,-167.44860943168078,172.24203143893592,27.1411,20.2771,52.5818,66.1,12.1,15.719467956469165,19.0,7.2,39.17775090689238,6.1168,9.8,123.6,100.0,49.4,59.7,605.0,2.7,4.7,2.2,18160.91898428053,23.6,1.41
299,Kenya,2015,1355.0,83.0,47.24,98.8,-215.68585944115156,172.91934801016086,32.2191,18.4621,49.3187,66.3,11.6,16.109229466553767,20.0,16.6,33.78492802709568,4.8901,19.7,128.4,150.2,39.4,65.4,510.0,2.7,4.1,2.3,12994.157493649449,25.7,1.34
300,Kiribati,2005,1215.0,114.0,0.09,97.1,-777.7777777777778,179.25555555555556,21.7813,9.3202,68.8984,26.4,14.7,0.0,14.0,4.0,33.333333333333336,11.5077,4.8,95.4,99.75,51.6,64.5,135.0,1.8,4.0,2.7,62952.7359448781,43.6,0.88
301,Kiribati,2010,1521.0,126.7,0.1,97.0,-690.0,160.24,24.1926,11.9261,63.8814,59.3,30.6,10.0,13.0,9.1,40.0,9.2062,4.3,60.4,100.0,49.3,65.1,109.0,2.1,3.9,2.8,15565.664660329852,47.4,0.81
302,Kiribati,2015,1505.0,138.8,0.11,97.2,-918.1818181818181,144.6818181818182,22.5696,15.7069,61.7235,42.849999999999994,22.65,9.090909090909092,12.0,13.0,18.181818181818183,8.0908,8.7,60.8,99.5,46.9,65.7,90.0,1.8,3.8,2.6,14731.646930163186,51.6,0.77
306,Kuwait,2005,35490.0,127.8,2.28,144.2,12749.122807017546,88.95877192982456,0.2901,60.2076,39.5023,69.7,2.0,2666.666666666667,500.0,25.9,181.140350877193,2.3776,0.0,96.7,76.1,10.2,73.3,6.0,2.1,2.6,58.6,45055.26315789474,100.0,76.41
307,Kuwait,2010,38497.0,168.2,3.0,137.1,13335.666666666666,71.24433333333333,0.3967,58.1754,41.428,72.1,1.8,1852.3333333333333,450.0,61.4,191.33333333333334,2.757,7.7,130.8,100.0,9.7,73.7,5.0,5.5,2.4,62.4,32153.0,100.0,62.47
308,Kuwait,2015,29114.0,220.9,3.94,135.0,5902.030456852792,67.05203045685279,0.467,48.6777,50.8553,75.0,2.2,1777.6649746192893,360.0,77.5,236.29441624365484,4.0147,1.5,189.4,118.1,8.4,74.3,4.0,5.4,2.1,72.8,24018.527918781725,100.0,54.41
309,Kyrgyzstan,2005,485.0,26.5,5.08,98.3,-85.8267716535433,85.46358267716535,31.3079,22.0768,46.6153,64.8,8.1,12.007874015748031,23.0,10.5,18.503937007874015,7.4501,10.0,97.7,59.8,37.8,66.9,85.0,0.6,2.5,6.2,20295.27559055118,35.3,1.97
310,Kyrgyzstan,2010,884.0,28.3,5.42,97.7,-319.9261992619926,72.08690036900369,18.7511,28.2264,53.0225,64.1,8.6,9.77859778597786,21.0,16.3,39.11439114391144,6.9503,25.6,106.5,100.0,30.3,67.5,84.0,1.3,2.8,4.3,56121.033210332105,35.3,2.16
311,Kyrgyzstan,2015,1139.0,30.6,5.87,98.3,-447.52981260647357,76.86746166950596,15.4025,27.4712,57.1263,62.4,7.6,12.776831345826235,29.0,30.2,82.11243611584327,7.2194,23.3,117.4,146.4,19.6,70.3,76.0,1.6,3.1,3.5,2432.5383304940374,35.8,2.73
312,Laos,2005,512.0,24.9,5.75,98.4,-56.0,154.92539130434784,29.1224,26.2186,44.659,78.8,1.4,11.130434782608695,12.0,0.9,24.869565217391305,3.3367,22.9,100.4,78.5,69.2,60.3,418.0,1.5,3.9,0.4,4132.332545488191,27.2,1.54
313,Laos,2010,1171.0,27.1,6.25,99.0,11.52,146.61456,23.5837,30.9397,45.4765,78.1,0.7,15.68,16.0,7.0,61.6,2.9116,25.2,130.0,100.0,56.7,63.2,294.0,1.6,3.4,0.5,1048.6746247632589,30.1,1.66
314,Laos,2015,2159.0,28.9,6.66,99.4,-119.06906906906907,127.69759759759759,19.6624,30.9594,49.3782,78.1,0.7,24.324324324324323,25.0,18.2,108.85885885885885,2.4537,25.0,204.4,125.8,47.3,65.4,197.0,1.3,2.9,0.7,4282.388273676751,33.1,1.77
315,Latvia,2005,7514.0,36.2,2.25,84.7,-1541.3333333333333,37.49733333333333,4.2847,22.879,72.8363,57.3,10.0,34.666666666666664,82.0,46.0,198.22222222222223,5.8604,21.0,105.0,72.1,9.9,70.8,22.0,-1.1,1.3,16.7,186070.22222222222,68.0,5.47
316,Latvia,2010,11216.0,34.1,2.12,84.5,-1081.132075471698,53.62783018867924,4.4324,23.3877,72.1799,59.0,19.5,39.15094339622641,89.0,68.4,406.83962264150944,6.1485,22.0,108.1,100.0,7.8,71.6,19.0,-1.2,1.5,14.8,154258.01886792452,67.8,6.29
317,Latvia,2015,13536.0,32.0,1.99,84.8,-1185.427135678392,58.9462311557789,4.1472,22.2606,73.5923,60.2,9.9,49.246231155778894,90.0,79.2,642.713567839196,5.7106,18.0,152.4,107.6,6.5,73.9,18.0,-1.2,1.5,13.3,132245.22613065326,68.0,6.2
318,Lebanon,2005,5390.0,389.7,3.99,103.3,-1866.6666666666665,119.24761904761904,3.9794,16.7226,79.298,46.2,8.1,2.506265664160401,51.0,10.1,1495.9899749373433,7.5512,2.3,96.8,107.5,13.8,75.6,27.0,4.2,2.0,19.0,746.6165413533835,86.6,4.86
319,Lebanon,2010,8858.0,424.0,4.34,104.1,-3160.36866359447,106.38686635944701,4.2807,15.6595,80.0598,45.6,6.4,2.0737327188940093,60.0,43.7,1849.3087557603687,7.4433,3.1,93.1,100.0,10.6,77.7,19.0,1.7,1.6,18.9,2193.548387096774,87.3,5.5
320,Lebanon,2015,8540.0,572.0,5.85,100.9,-2721.1965811965815,84.00940170940171,3.6732,16.5765,79.7503,46.8,6.6,1.3675213675213675,53.0,74.0,1211.4529914529915,7.8259,3.1,90.9,115.0,9.2,78.9,15.0,6.0,1.7,33.7,203256.75213675215,88.1,5.11
321,Lesotho,2005,800.0,64.2,1.95,93.5,-389.7435897435898,216.55282051282052,6.199,37.7061,56.095,70.4,37.2,12.820512820512821,23.0,2.6,13.846153846153847,5.0662,11.7,105.4,70.9,86.8,45.6,746.0,0.8,3.8,0.3,23.076923076923077,22.2,1.74
322,Lesotho,2010,1169.0,67.2,2.04,93.9,-378.921568627451,190.52990196078431,5.5881,32.8919,61.52,67.7,25.9,13.235294117647058,26.0,3.9,11.274509803921568,7.6723,24.2,107.0,100.0,74.1,49.0,587.0,0.9,3.4,0.3,22.058823529411764,24.8,2.04
323,Lesotho,2015,1152.0,71.6,2.17,94.2,-542.3963133640553,166.65299539170508,5.4796,36.1911,58.3293,66.4,27.0,14.285714285714286,27.0,25.0,15.668202764976959,8.3457,26.7,97.2,127.1,59.8,52.5,487.0,1.3,3.3,0.3,20.737327188940093,26.9,1.99
324,Liberia,2005,217.0,33.9,3.26,100.6,-54.9079754601227,209.93987730061352,68.7894,9.7565,21.4541,56.1,5.6,16.257668711656443,19.0,0.0,20.552147239263807,8.7858,5.3,101.1,61.8,96.9,52.4,1020.0,2.5,5.7,2.7,156073.9263803681,46.1,0.48
325,Liberia,2010,327.0,41.0,3.95,101.2,-123.54430379746834,173.26683544303796,70.2321,11.9072,17.8607,56.4,2.3,16.202531645569618,19.0,2.3,16.962025316455694,8.8072,12.5,127.2,100.0,71.8,58.1,811.0,3.8,5.2,2.5,6740.759493670886,47.8,0.48
326,Liberia,2015,593.0,46.7,4.5,101.7,-60.44444444444444,152.08977777777778,70.3275,11.9087,17.7638,56.2,2.3,16.88888888888889,20.0,5.9,14.88888888888889,10.1891,11.0,132.5,147.6,59.0,60.7,725.0,2.6,4.8,2.5,8979.555555555555,49.8,0.5
327,Libya,2005,7846.0,3.3,5.79,106.5,4354.922279792746,123.29913644214163,2.163,75.6694,22.1676,49.3,20.0,701.5544041450777,126.0,3.9,51.98618307426597,2.5977,11.85,100.8,79.8,27.2,70.8,11.0,1.6,2.6,10.8,2141.796200345423,77.1,20.91
328,Libya,2010,13121.0,3.5,6.17,104.3,3041.491085899514,115.70534846029175,2.4682,73.9937,23.5381,50.4,18.6,695.9481361426256,139.0,14.0,27.55267423014587,3.5854,7.7,111.8,100.0,24.3,71.8,9.0,1.3,2.4,11.1,1807.7795786061588,78.1,22.63
329,Libya,2015,2833.0,3.5,6.24,102.0,-525.9615384615385,114.40737179487179,0.8976,67.1079,31.9945,52.6,18.4,216.18589743589743,117.0,19.0,37.74038461538461,3.09155,16.0,116.9,89.9,24.3,71.5,9.0,0.2,2.4,12.4,75596.3141025641,79.3,21.47
333,Lithuania,2005,7817.0,53.4,3.34,86.8,-1088.0239520958085,47.33682634730539,4.7771,32.7119,62.5109,56.2,8.3,50.898203592814376,106.0,36.2,275.4491017964072,5.642,22.0,106.1,77.7,7.7,71.6,12.0,-0.9,1.3,6.0,2782.934131736527,66.6,6.51
334,Lithuania,2010,11886.0,49.8,3.12,85.3,-821.7948717948717,39.24935897435897,3.325,29.0658,67.6092,57.0,17.8,20.51282051282051,92.0,62.1,307.05128205128204,6.8161,19.1,99.9,100.0,6.0,71.9,9.0,-1.4,1.4,5.1,1459.2948717948718,66.8,6.65
335,Lithuania,2015,14160.0,46.8,2.93,85.4,-943.6860068259385,36.87303754266211,3.8186,29.5541,66.6273,59.3,9.1,25.938566552901023,100.0,71.4,393.5153583617747,6.4764,23.4,138.6,107.6,4.4,74.0,10.0,-1.3,1.6,4.6,1601.3651877133104,67.2,6.45
336,Luxembourg,2005,81571.0,176.8,0.46,97.4,-10589.130434782608,76.12173913043478,0.4002,16.5478,83.052,54.8,4.5,8.695652173913043,405.0,70.0,8195.652173913044,7.1841,23.3,99.3,89.7,5.0,78.3,13.0,1.0,1.7,32.9,4121.739130434782,86.6,27.86
337,Luxembourg,2010,104772.0,196.1,0.51,98.7,-12723.529411764706,68.99411764705881,0.2749,12.7055,87.0196,57.0,4.4,9.803921568627452,351.0,90.6,8860.78431372549,7.0306,20.0,93.6,100.0,2.3,79.5,11.0,2.1,1.6,49.0,8086.274509803921,88.5,23.82
338,Luxembourg,2015,100936.0,218.8,0.57,100.8,-11703.508771929826,63.01754385964913,0.2541,12.4029,87.343,59.4,6.7,10.526315789473685,278.0,96.4,8350.877192982456,6.1896,28.3,101.9,109.2,3.4,81.1,10.0,2.2,1.5,46.0,3691.228070175439,90.2,20.72
339,Madagascar,2005,324.0,31.5,18.34,99.2,-46.346782988004364,196.1685387131952,31.4898,12.1636,56.3466,86.6,2.3,5.670665212649945,7.0,0.6,14.994547437295529,5.5263,6.9,103.5,62.9,58.0,60.0,508.0,3.0,5.3,0.1,0.5452562704471101,28.8,1.36
340,Madagascar,2010,485.0,36.4,21.15,99.3,-69.21985815602838,200.56340425531917,29.5918,13.621,56.7873,89.1,3.8,5.862884160756502,7.0,1.7,20.094562647754138,5.3204,13.7,123.5,100.0,45.5,62.2,436.0,2.9,4.8,0.1,0.047281323877068564,31.9,1.24
341,Madagascar,2015,464.0,41.7,24.23,99.4,-32.851836566240195,196.59612051176228,27.5701,13.5129,58.917,86.5,1.8,5.447791993396615,7.0,4.2,28.72472141972761,5.5042,20.5,118.2,139.5,36.8,64.5,353.0,2.7,4.4,0.1,0.7841518778373916,35.2,1.15
342,Malawi,2005,280.0,138.3,13.04,97.5,-51.380368098159515,219.94156441717794,37.1071,16.7601,46.1328,77.1,7.8,4.601226993865031,5.0,0.4,3.6809815950920246,6.0551,14.0,85.6,64.2,99.1,47.3,648.0,2.7,6.0,1.7,737.7300613496933,15.1,0.53
343,Malawi,2010,453.0,160.9,15.17,97.8,-72.97297297297297,225.27382992748846,31.9102,16.4345,51.6554,77.3,6.7,4.218852999340804,5.0,2.3,2.966381015161503,7.2414,20.8,157.3,100.0,79.7,53.4,629.0,3.0,5.7,1.4,1004.1529334212261,15.5,0.59
344,Malawi,2015,366.0,186.4,17.57,98.1,-70.11952191235059,239.30005691519636,32.4217,16.4127,51.1655,77.3,5.9,3.8702333523050654,5.0,9.3,2.21969265793967,9.3335,16.7,153.9,250.6,66.5,60.7,634.0,2.9,4.9,1.3,1288.1047239612976,16.3,0.61
345,Malaysia,2005,5594.0,78.1,25.66,105.1,1065.2377240841777,124.78597038191737,8.3603,46.9183,44.7214,61.1,3.5,146.92127825409196,105.0,48.6,404.871395167576,2.8446,9.1,100.3,87.7,6.8,73.2,52.0,2.0,2.5,6.7,4134.294621979735,66.6,9.33
346,Malaysia,2010,9071.0,85.6,28.11,106.3,1216.791177516898,115.0353966559943,10.185,40.8807,48.9343,60.3,3.3,122.73212379935966,105.0,56.3,645.7488438278193,3.2287,9.9,114.6,100.0,6.8,73.7,48.0,1.8,2.2,8.6,7572.749911063678,70.9,9.94
347,Malaysia,2015,9655.0,93.5,30.72,106.9,782.421875,101.16764322916667,8.5789,39.568,51.8531,64.3,3.1,122.00520833333334,111.0,71.1,575.0651041666667,3.8976,10.4,129.9,112.8,6.5,74.7,40.0,1.8,2.1,8.6,8853.287760416668,74.2,10.2
348,Maldives,2005,3649.0,1062.8,0.32,111.5,-1846.875,180.85312499999998,8.6798,13.1768,78.1435,58.1,3.8,0.0,30.0,6.9,8409.375,8.8275,12.0,89.3,73.3,26.7,72.1,101.0,2.6,2.6,14.1,56356.84391353101,33.8,2.1
349,Maldives,2010,7100.0,1215.0,0.36,121.1,-2836.1111111111113,117.07222222222222,6.0739,10.1679,83.7582,62.9,4.6,0.0,37.0,26.5,7475.0,8.4876,6.5,75.9,100.0,14.8,75.6,87.0,2.7,2.3,15.0,22364.84394267809,36.4,2.69
350,Maldives,2015,9822.0,1394.7,0.42,130.2,-4173.809523809524,100.32619047619048,6.2823,12.0577,81.6601,66.4,5.1,0.0,45.0,54.5,6407.142857142858,8.899,5.9,67.3,132.0,9.0,76.3,68.0,2.8,2.2,15.4,141060.99631135527,38.5,2.86
351,Mali,2005,488.0,10.5,12.8,99.1,-36.5625,117.64867187499999,34.4478,25.9447,39.6075,70.6,9.5,3.828125,5.0,0.5,11.640625,4.9849,10.2,102.4,85.9,106.6,50.0,714.0,3.1,6.9,2.0,1020.78125,32.1,1.79
352,Mali,2010,708.0,12.4,15.08,99.8,-179.50928381962865,133.8561671087533,34.9426,25.3226,39.7348,71.1,8.1,3.4482758620689653,5.0,2.0,13.793103448275861,4.4276,10.2,133.7,100.0,89.1,54.0,630.0,3.3,6.7,2.2,1012.0026525198939,36.0,1.82
353,Mali,2015,750.0,14.3,17.47,100.0,-36.576989124212936,127.4803663423011,40.2272,19.4812,40.2916,71.1,7.7,3.205495134516314,5.0,10.3,10.21751574127075,4.1112,9.5,160.1,110.3,78.5,56.2,587.0,2.9,6.4,2.1,8489.353176874643,40.0,1.77
